27	32391	27	 										18895
27	46900	27	1										
27	46914	27	 										
27	57365	27	 										
27	57378	27	 										
27	77787	27	 										
27	77799	27	 										
27	87386	27	 										
27	87399	27	 										
96	34448	96	 										
96	40604	96	1										
96	40618	96	 										
96	56015	96	 										
96	56028	96	 										
96	71840	96	 										
96	71852	96	 										
96	76595	96	 										
96	76608	96	 										
131	14830	131	 										
131	32548	131	1										
131	32562	131	 										
131	66950	131	 										
131	66963	131	 										
131	75272	131	 										
131	75284	131	 										
131	85179	131	 										
131	85192	131	 										
141	15937	141	 										
141	23047	141	1										
141	23061	141	 										
141	61601	141	 										
141	61614	141	 										
141	69920	141	 										
141	69932	141	 										
141	82006	141	 										
141	82019	141	 										
193	6673	193	 										
193	32812	193	1										
193	32826	193	 										
193	55688	193	 										
193	55701	193	 										
193	59483	193	 										
193	59495	193	 										
193	84369	193	 										
193	84382	193	 										
267	1911	267	 										
267	33274	267	1										
267	33288	267	 										
267	53710	267	 										
267	53723	267	 										
267	78027	267	 										
267	78039	267	 										
267	80668	267	 										
267	80681	267	 										
276	7490	276	 										
276	38714	276	1										
276	38728	276	 										
276	65307	276	 										
276	65320	276	 										
276	80741	276	 										
276	80753	276	 										
276	87080	276	 										
276	87093	276	 										
325	7676	325	 										
325	16118	325	1										
325	16132	325	 										
325	39090	325	 										
325	39103	325	 										
325	43508	325	 										
325	43520	325	 										
325	45863	325	 										
325	45876	325	 										
417	25399	417	 										
417	40036	417	1										
417	40050	417	 										
417	43354	417	 										
417	43367	417	 										
417	76727	417	 										
417	76739	417	 										
417	91121	417	 										
417	91134	417	 										
426	7418	426	 										
426	15985	426	1										
426	15999	426	 										
426	35623	426	 										
426	35636	426	 										
426	52465	426	 										
426	52477	426	 										
426	89478	426	 										
426	89491	426	 										
446	30437	446	 										
446	53012	446	1										
446	53026	446	 										
446	63442	446	 										
446	63455	446	 										
446	70421	446	 										
446	70433	446	 										
446	73969	446	 										
446	73982	446	 										
451	2770	451	 										
451	10299	451	1										
451	10313	451	 										
451	11947	451	 										
451	11960	451	 										
451	17641	451	 										
451	17653	451	 										
451	65057	451	 										
451	65070	451	 										
491	37234	491	 										
491	57954	491	1										
491	57968	491	 										
491	63657	491	 										
491	63670	491	 										
491	77418	491	 										
491	77430	491	 										
491	80882	491	 										
491	80895	491	 										
636	2228	636	 										
636	39584	636	1										
636	39598	636	 										
636	58645	636	 										
636	58658	636	 										
636	67623	636	 										
636	67635	636	 										
636	79499	636	 										
636	79512	636	 										
680	16670	680	 										
680	56890	680	1										
680	56904	680	 										
680	57414	680	 										
680	57427	680	 										
680	78358	680	 										
680	78370	680	 										
680	87325	680	 										
680	87338	680	 										
693	9238	693	 										
693	41731	693	1										
693	41745	693	 										
693	47508	693	 										
693	47521	693	 										
693	81861	693	 										
693	81873	693	 										
693	88511	693	 										
693	88524	693	 										
766	16351	766	 										
766	27933	766	1										
766	27947	766	 										
766	59166	766	 										
766	59179	766	 										
766	67679	766	 										
766	67691	766	 										
766	77469	766	 										
766	77482	766	 										
830	21934	830	 										
830	39551	830	1										
830	39565	830	 										
830	70863	830	 										
830	70876	830	 										
830	71758	830	 										
830	71770	830	 										
830	76334	830	 										
830	76347	830	 										
848	1983	848	 										
848	27146	848	1										
848	27160	848	 										
848	61884	848	 										
848	61897	848	 										
848	65879	848	 										
848	65891	848	 										
848	69075	848	 										
848	69088	848	 										
865	34616	865	 										
865	34821	865	1										
865	34835	865	 										
865	35296	865	 										
865	35309	865	 										
865	69923	865	 										
865	69935	865	 										
865	81693	865	 										
865	81706	865	 										
971	16029	971	 										
971	37714	971	1										
971	37728	971	 										
971	70891	971	 										
971	70904	971	 										
971	79424	971	 										
971	79436	971	 										
971	83344	971	 										
971	83357	971	 										
1073	10680	1073	 										
1073	48051	1073	1										
1073	48065	1073	 										
1073	48806	1073	 										
1073	48819	1073	 										
1073	48988	1073	 										
1073	49000	1073	 										
1073	70915	1073	 										
1073	70928	1073	 										
1089	29079	1089	 										
1089	33386	1089	1										
1089	33400	1089	 										
1089	58291	1089	 										
1089	58304	1089	 										
1089	61690	1089	 										
1089	61702	1089	 										
1089	91071	1089	 										
1089	91084	1089	 										
1113	35162	1113	 										
1113	43589	1113	1										
1113	43603	1113	 										
1113	62289	1113	 										
1113	62302	1113	 										
1113	67381	1113	 										
1113	67393	1113	 										
1113	68896	1113	 										
1113	68909	1113	 										
1134	22029	1134	 										
1134	57411	1134	1										
1134	57425	1134	 										
1134	66061	1134	 										
1134	66074	1134	 										
1134	79143	1134	 										
1134	79155	1134	 										
1134	83023	1134	 										
1134	83036	1134	 										
1202	27955	1202	 										
1202	49840	1202	1										
1202	49854	1202	 										
1202	56665	1202	 										
1202	56678	1202	 										
1202	78738	1202	 										
1202	78750	1202	 										
1202	84303	1202	 										
1202	84316	1202	 										
1384	13416	1384	 										
1384	31263	1384	1										
1384	31277	1384	 										
1384	36059	1384	 										
1384	36072	1384	 										
1384	36691	1384	 										
1384	36703	1384	 										
1384	63632	1384	 										
1384	63645	1384	 										
1468	37642	1468	 										
1468	52611	1468	1										
1468	52625	1468	 										
1468	60066	1468	 										
1468	60079	1468	 										
1468	68632	1468	 										
1468	68644	1468	 										
1468	88321	1468	 										
1468	88334	1468	 										
1471	26473	1471	 										
1471	48866	1471	1										
1471	48880	1471	 										
1471	66282	1471	 										
1471	66295	1471	 										
1471	68080	1471	 										
1471	68092	1471	 										
1471	69651	1471	 										
1471	69664	1471	 										
1532	27997	1532	 										
1532	54373	1532	1										
1532	54387	1532	 										
1532	59985	1532	 										
1532	59998	1532	 										
1532	62743	1532	 										
1532	62755	1532	 										
1532	84551	1532	 										
1532	84564	1532	 										
1569	32177	1569	 										
1569	46216	1569	1										
1569	46230	1569	 										
1569	49082	1569	 										
1569	49095	1569	 										
1569	50301	1569	 										
1569	50313	1569	 										
1569	81174	1569	 										
1569	81187	1569	 										
1612	23480	1612	 										
1612	50223	1612	1										
1612	50237	1612	 										
1612	66283	1612	 										
1612	66296	1612	 										
1612	73134	1612	 										
1612	73146	1612	 										
1612	89990	1612	 										
1612	90003	1612	 										
1674	35563	1674	 										
1674	38449	1674	1										
1674	38463	1674	 										
1674	47349	1674	 										
1674	47362	1674	 										
1674	47710	1674	 										
1674	47722	1674	 										
1674	49449	1674	 										
1674	49462	1674	 										
1690	38911	1690	 										
1690	55795	1690	1										
1690	55809	1690	 										
1690	60794	1690	 										
1690	60807	1690	 										
1690	65098	1690	 										
1690	65110	1690	 										
1690	77207	1690	 										
1690	77220	1690	 										
1733	6888	1733	 										
1733	32566	1733	1										
1733	32580	1733	 										
1733	63194	1733	 										
1733	63207	1733	 										
1733	76573	1733	 										
1733	76585	1733	 										
1733	88192	1733	 										
1733	88205	1733	 										
1841	12694	1841	 										
1841	32711	1841	1										
1841	32725	1841	 										
1841	46051	1841	 										
1841	46064	1841	 										
1841	68976	1841	 										
1841	68988	1841	 										
1841	69333	1841	 										
1841	69346	1841	 										
1896	30994	1896	 										
1896	38137	1896	1										
1896	38151	1896	 										
1896	39052	1896	 										
1896	39065	1896	 										
1896	65813	1896	 										
1896	65825	1896	 										
1896	75233	1896	 										
1896	75246	1896	 										
1932	29611	1932	 										
1932	48513	1932	1										
1932	48527	1932	 										
1932	68848	1932	 										
1932	68861	1932	 										
